Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtcsPolarity,Mode,TStep,Skip,Comment,URCALL,RPT1CALL,RPT2CALL
26,APRS10,144.39,,0,,88.5,88.5,23,NN,FM,5,S,1200 baud APRS,,,
27,APRS11,144.35,,0,,88.5,88.5,23,NN,FM,5,S,9600 baud APRS,,,
30,NET-11,144.99,,0,,88.5,88.5,23,NN,FM,5,S,AIRMAIL,,,
31,NET-12,144.95,,0,,88.5,88.5,23,NN,FM,5,S,AIRMAIL,,,
32,NET-13,145.63,,0,,88.5,88.5,23,NN,FM,5,S,AIRMAIL,,,
33,NET-14,145.69,,0,,88.5,88.5,23,NN,FM,5,S,AIRMAIL,,,
34,NET-15,144.97,,0,,88.5,88.5,23,NN,FM,5,S,AIRMAIL,,,
35,NET-16,144.91,,0,,88.5,88.5,23,NN,FM,5,S,"N7JN-11 Vusario, N7NIX-10, K7QHQ-10 (via DIGI)",,,
36,NET-17,144.93,,0,,88.5,88.5,23,NN,FM,5,S,AIRMAIL,,,
37,NET-18,145.61,,0,,88.5,88.5,23,NN,FM,5,S,AIRMAIL,,,
50,ANGL11,145.13,-,0.6,Tone,100,100,23,NN,FM,5,,Port Angeles,WF7W,,
51,LYMAN1,145.19,-,0.6,Tone,127.3,127.3,23,NN,FM,5,,Lyman Hill,N7GDE,,
52,SUMAS1,145.23,-,0.6,Tone,103.5,103.5,23,NN,FM,5,,Sumas Mt.,W7BPD,,
53,GOLD11,146.62,-,0.6,Tone,103.5,103.5,23,NN,FM,5,,Gold Mt. Unusable (Cdn 146.61/110.9),WW7RA,,
54,CONY11,146.74,-,0.6,Tone,103.5,103.5,23,NN,FM,5,,Mt. Constitution,K7SKW,,
55,WH-ROK,146.90,-,0.6,Tone,91.5,91.5,23,NN,FM,5,,"White Rock, BC",VE7RWR,,
56,OAK-HB,146.86,-,0.6,Tone,127.3,127.3,23,NN,FM,5,,Oak Harbor,W7AVM,,
57,GRANIT,146.92,-,0.6,Tone,123,123,23,NN,FM,5,,Granite Falls,WA7DEM,,
58,KING,147.16,+,0.6,Tone,103.5,103.5,23,NN,FM,5,,King Mt. IRLP-3276,K7SKW,,
59,PT-TOW,145.15,-,0.6,Tone,114.8,114.8,23,NN,FM,5,,"Port Townsend, Morgan Hill",W7JCR,,
60,ITS-11,145.43,-,0.6,Tone,141.3,141.3,23,NN,FM,5,,"Van. I. Trunk System, Nanaimo, BC",VA7DGA,,
61,ITS-12,146.68,-,0.6,Tone,141.3,141.3,23,NN,FM,5,,"Van. I. Trunk System, Chemainus, BC",VE7RNA,,
63,SICK11,145.47,-,0.6,Tone,127.3,127.3,23,NN,FM,5,,"Duncan, Mt. Sicker",VE7RVC,,
100,051419,144.0,,0,,88.5,88.5,23,NN,FM,5,S,"Revision date",N0NE,,
201,CONI21,224.48,-,1.6,TSQL,103.5,103.5,23,NN,FM,5,,Mt. Constitution Repeater,N7JN,,
202,REV-21,222.88,+,1.6,Tone,103.5,103.5,23,NN,FM,5,,Reverse,N7JN,,
203,DIR-21,224.48,,0,TSQL,103.5,103.5,23,NN,FM,5,,Direct (simplex),,,
210,TAC-20,223.5,,0,Tone,67,67,23,NN,FM,5,,National Simplex,,,
211,TAC-21,223.48,,0,Tone,67,67,23,NN,FM,5,Watcom Unified Resource Net,,,,
212,TAC-22,223.52,,0,Tone,67,67,23,NN,FM,5,,,,,
213,TAC-23,222.4,,0,Tone,67,67,23,NN,FM,5,,,,,
214,TAC-24,224,,0,Tone,67,67,23,NN,FM,5,,,,,
215,TAC-25,223.42,,0,Tone,103.5,103.5,23,NN,FM,5,,Statewide Primary,,,
216,TAC-26,223.44,,0,Tone,103.5,103.5,23,NN,FM,5,,Statewide Alternate,,,
229,APRS21,223.6,,0,,88.5,88.5,23,NN,FM,25,,9600 baud APRS,,,
230,NET-21,223.78,,0,,88.5,88.5,23,NN,FM,5,,"N7JN-11 Vusario, RMS GATE KF7FIT-10",,,
231,NET-22,223.66,,0,,88.5,88.5,23,NN,FM,5,,Airmail,,,
232,NET-23,223.4,,0,,88.5,88.5,23,NN,FM,5,,Airmail,,,
233,NET-24,223.62,,0,,88.5,88.5,23,NN,FM,5,,Airmail,,,
250,MED-21,223.86,-,1.6,Tone,103.5,103.5,23,NN,FM,5,,Hospital Net repeater,W7MBY,,
251,TIGRMT,224.12,-,1.6,Tone,103.5,103.5,23,NN,FM,5,,Tiger Mt.,K7LED,,
252,BLYN,224.24,-,1.6,Tone,103.5,103.5,23,NN,FM,5,,"Haystack (was Blyn)",N7NFY,,
253,VNCUVR,224.3,-,1.6,,127.3,127.3,23,NN,FM,5,,"CS* Vancouver, BC",VE7RPT,,
254,VICTRIA,224.5,-,1.6,,127.3,127.3,23,NN,FM,5,,"CS* Victoria, BC",VE7RGP,,
255,BRNBY21,224.6,-,1.6,Tone,127.3,127.3,23,NN,FM,5,,"Burnaby, BC",VE7NYE,,
256,GOLD-21,224.66,-,1.6,Tone,103.5,103.5,23,NN,FM,5,,Gold Mt.,N7IPB,,
258,KING21,224.86,-,1.6,Tone,103.5,103.5,23,NN,FM,5,,King Mt.,N7FYU,,
259,MAPLRIG,224.88,-,1.6,,88.5,88.5,23,NN,FM,5,,"CS* Maple Ridge, BC",VE7RMR,,
260,SUREY21,224.92,-,1.6,,88.5,88.5,23,NN,FM,5,,"CS* Coquitlem, BC",VE7IFI,,
261,BRNABY22,224.96,-,1.6,,88.5,88.5,23,NN,FM,5,,"CS* Burnaby, BC",VE7VYL,,
262,VUE-21,224.54,-,1.6,Tone,67,67,23,NN,FM,5,,Vusario,WA6MPG,,
263,LOOK-21,224.16,-,1.6,Tone,156.7,156.7,23,NN,FM,5,,Hospital link to LOOK-42,NC7Q,,
264,LYMN-21,224.78,-,1.6,Tone,103.5,103.5,23,NN,FM,5,,"Lyman Hill, link to WETNET",N7RIG,,
265,HAYSTAK,224.58,-,1.6,Tone,103.5,103.5,23,NN,FM,5,,"Haystack, link to WETNET",W7WRG,,
267,CAMNO,223.88,-,1.6,Tone,103.5,103.5,23,NN,FM,5,,Camano Island,W7PIG,,
268,SMOKY21,224.38,-,1.6,Tone,103.5,103.5,23,NN,FM,5,,Smokey Point,WA7DEM,,
269,SUREY22,223.96,-,1.6,Tone,100,100,23,NN,FM,5,,"Surrey, BC",VE7RHC,,
301,CADY41,443.45,+,5,TSQL,103.5,103.5,23,NN,FM,25,,SJCARS Repeater,N7JN,,
302,REV-41,448.45,-,5,Tone,103.5,103.5,23,NN,FM,25,,SJCARS reverse,N7JN,,
303,DIR-41,443.45,,5,TSQL,103.5,103.5,23,NN,FM,25,,SJCARS Direct (simplex),,,
304,RPT-42,442.4625,+,5,,88.5,88.5,23,NN,FM,25,,D-Star Repeater,N7JN,,
305,REV-42,442.4625,-,5,,88.5,88.5,23,NN,FM,25,,D-Star Repeater,,,
306,DIR-42,442.4625,,,,88.5,88.5,23,NN,FM,25,,D-Star Repeater,,,
310,TAC-40,446,,0,Tone,156.7,156.7,23,NN,FM,25,,National Simplex,,,
311,TAC-41,446.5,,0,Tone,156.7,156.7,23,NN,FM,25,,,,,
312,TAC-42,441,,0,Tone,156.7,156.7,23,NN,FM,25,,,,,
313,TAC-43,441.5,,0,Tone,156.7,156.7,23,NN,FM,25,,,,,
314,TAC-44,445.825,,0,Tone,103.5,103.5,23,NN,FM,25,,Statewide Primary,,,
315,TAC-45,445.8,,0,Tone,103.5,103.5,23,NN,FM,25,,Statewide Alternate,,,
329,APRS40,445.925,,0,,88.5,88.5,23,NN,FM,25,S,1200 baud APRS,,,
330,APRS41,440.8,,0,,88.5,88.5,23,NN,FM,25,S,9600 baud APRS,,,
331,NET-41,441.5,,0,,88.5,88.5,23,NN,FM,25,S,Shared w/ voice,,,
332,NET-42,445,,0,,88.5,88.5,23,NN,FM,25,S,,,,
333,NET-43,439.9,,0,,88.5,88.5,23,NN,FM,25,S,,,,
334,NET-44,439.95,,0,,88.5,88.5,23,NN,FM,25,S,,,,
335,NET-45,440.125,,0,,88.5,88.5,23,NN,FM,25,S,RMS Gate K7KCA-10,,,
336,NET-46,440.95,,0,,88.5,88.5,23,NN,FM,25,S,,,,
340,BLAINE,442.4,+,5,Tone,107.2,107.2,23,NN,FM,25,,Lyman Hill,W7UMH,,
341,BLYN41,442.8,+,5,Tone,123,123,23,NN,FM,25,,Sequim,N7NFY,,
342,SQAL41,443.75,+,5,Tone,103.5,103.5,23,NN,FM,25,,Squalicum Mt.,WA7ZWG,,
343,CONY41,444.05,+,5,Tone,103.5,103.5,23,NN,FM,25,,Mt. Constitution,K7SKW,,
344,TIGR42,444.3,+,5,Tone,103.5,103.5,23,NN,FM,25,,Tiger Mt.,WA7WKT,,
345,LYMN41,444.5,+,5,Tone,103.5,103.5,23,NN,FM,25,,Lyman Hill,WA7ZUS,,
346,PT-ANG,444.775,+,5,Tone,103.5,103.5,23,NN,FM,25,,Port Angeles,KJ7XE,,
347,LOOK42,442.25,+,5,Tone,156.7,156.7,23,NN,FM,25,,Hospital link to LOOK-21,NC7Q,,
348,LOPZ41,443.475,+,5,Tone,77,77,23,NN,FM,25,,Lopez,KD7KAB,,
349,SURV41,444.925,+,5,Tone,100,100,23,NN,FM,25,,Survey Mt. (Can. ARES),VE7RWS,,
350,BLYN41,442.1,+,5,Tone,100,100,23,NN,FM,25,,Blyn Mt. near Sequim,KC7EQO,,
352,PT-ROB,443.3,+,5,Tone,100,100,23,NN,FM,25,,Pt. Roberts,KJ1U,,
353,ITS-41,442.6,+,5,Tone,141.3,141.3,23,NN,FM,25,,"Van. I. Trunk Sys, BC",VE7RNA,,
354,CULT41,444.625,+,5,Tone,103.5,103.5,23,NN,FM,25,,"Cultus Mt. east of Mt Vernon",NC7Q,,
355,SICK41,444.925,+,5,Tone,127.3,127.3,23,NN,FM,25,,"Mt. Sicker, Duncan BC",,,
360,CFIRE,155.1,,0,,88.5,88.5,23,NN,NFM,5,,,,,
361,SJAID,155.28,,0,,88.5,88.5,23,NN,NFM,5,,,,,
362,SJTAC3,154.16,,0,,88.5,88.5,23,NN,NFM,5,,,,,
363,SJTAC4,154.385,,0,,88.5,88.5,23,NN,NFM,5,,,,,
364,OSCAR,156.385,,0,,88.5,88.5,23,NN,NFM,5,,,,,
365,DNR,151.415,,0,,88.5,88.5,23,NN,NFM,5,,,,,
366,ORFIRE,154.205,,0,,88.5,88.5,23,NN,NFM,5,,,,,
367,REDNET,153.83,,0,,88.5,88.5,23,NN,NFM,5,,,,,
368,MED1IN,468.0,,0,,88.5,88.5,23,NN,NFM,5,,,,,
369,AIRNW3,463.05,,0,,88.5,88.5,23,NN,NFM,5,,,,,
370,SJCOPS,453.25,,0,,88.5,88.5,23,NN,NFM,5,,,,,
371,MAR16,156.8,,0,,88.5,88.5,23,NN,FM,5,,"Inter. Distress, Safety & Calling",,,
372,WX03,162.475,,0,,88.5,88.5,23,NN,FM,5,S,,,,
373,WX04,162.425,,0,,88.5,88.5,23,NN,FM,5,S,,,,
380,FERRY,151.04,,0,,88.5,88.5,23,NN,FM,5,,,,,
